Individual{TOC=5352.675538287247, NV=12}
Individual{TOC=4749.3517732940145, NV=20}
Individual{TOC=6001.265513559829, NV=11}
Individual{TOC=4641.5230287412405, NV=25}
Individual{TOC=4677.942499853896, NV=23}
Individual{TOC=4918.517409711002, NV=14}
Individual{TOC=4938.154504192978, NV=13}
Individual{TOC=4817.716119624724, NV=18}
Individual{TOC=4782.744583423792, NV=19}
Individual{TOC=4861.995514207919, NV=17}
Individual{TOC=4674.404083085637, NV=24}
Individual{TOC=4678.301020199192, NV=22}
Individual{TOC=4876.639542487741, NV=16}
runTime = 2699500.426317ms
