Individual{TOC=10196.513993303046, NV=19}
Individual{TOC=7925.9818941342455, NV=23}
Individual{TOC=9108.957088069168, NV=21}
Individual{TOC=9860.421006434506, NV=20}
Individual{TOC=10345.235776580766, NV=18}
Individual{TOC=5892.0487102364405, NV=46}
Individual{TOC=5972.76299911966, NV=45}
Individual{TOC=6190.584033104407, NV=43}
Individual{TOC=6575.164059483378, NV=42}
Individual{TOC=6658.467465554461, NV=39}
Individual{TOC=14147.083038820847, NV=17}
Individual{TOC=7158.522664360761, NV=28}
Individual{TOC=6932.17572210264, NV=32}
runTime = 10667.574719ms
