Individual{TOC=17323.447173673583, NV=41}
Individual{TOC=18199.896627442486, NV=39}
Individual{TOC=18540.909558089177, NV=37}
Individual{TOC=17246.28761323837, NV=43}
Individual{TOC=18364.86736942532, NV=38}
Individual{TOC=18618.439138288508, NV=36}
Individual{TOC=17749.003295473005, NV=40}
Individual{TOC=16859.828605939987, NV=45}
Individual{TOC=17122.180168127587, NV=44}
Individual{TOC=14362.87463232316, NV=56}
Individual{TOC=14681.17578480103, NV=52}
Individual{TOC=15550.14323531727, NV=47}
Individual{TOC=16131.045191755045, NV=46}
runTime = 2010002.227509ms
