Individual{TOC=13193.278190979694, NV=18}
Individual{TOC=6311.034239571651, NV=61}
Individual{TOC=15070.256641843838, NV=17}
Individual{TOC=8199.675246558932, NV=27}
Individual{TOC=9029.647279425013, NV=22}
Individual{TOC=6333.589152381809, NV=56}
Individual{TOC=10221.714241921836, NV=19}
Individual{TOC=9555.907886606274, NV=20}
Individual{TOC=7506.653853816721, NV=31}
Individual{TOC=7963.399850804247, NV=29}
Individual{TOC=6430.777778952202, NV=47}
Individual{TOC=6462.8849311879385, NV=44}
Individual{TOC=6318.345388892603, NV=59}
Individual{TOC=6230.610753097537, NV=63}
Individual{TOC=6818.709622435226, NV=39}
Individual{TOC=6733.7420304173365, NV=42}
Individual{TOC=6400.298523420805, NV=51}
runTime = 12195.201144ms
