Individual{TOC=9498.986215444376, NV=24}
Individual{TOC=6711.894677027468, NV=43}
Individual{TOC=6594.152870230174, NV=53}
Individual{TOC=6414.836947716549, NV=60}
Individual{TOC=8093.669458178415, NV=27}
Individual{TOC=8063.223660743879, NV=31}
Individual{TOC=8510.115293880646, NV=26}
Individual{TOC=7445.870681337683, NV=32}
Individual{TOC=6845.510047940459, NV=40}
Individual{TOC=6552.229131778228, NV=54}
Individual{TOC=9266.146348012104, NV=25}
Individual{TOC=7187.780514417565, NV=34}
Individual{TOC=6634.159888723931, NV=44}
Individual{TOC=6622.266551469492, NV=46}
Individual{TOC=6480.553974951119, NV=59}
Individual{TOC=6362.657092620646, NV=63}
Individual{TOC=6233.382380166736, NV=67}
runTime = 6021.052666ms
