Individual{TOC=9872.335443019043, NV=28}
Individual{TOC=9439.271848100634, NV=31}
Individual{TOC=7931.873408066089, NV=55}
Individual{TOC=7767.432161909468, NV=76}
Individual{TOC=9265.412553860308, NV=34}
Individual{TOC=7889.187473893045, NV=68}
Individual{TOC=10343.840718595759, NV=27}
Individual{TOC=11086.3370274232, NV=25}
Individual{TOC=9168.965541912845, NV=36}
Individual{TOC=8414.402833078551, NV=37}
Individual{TOC=8128.457166623628, NV=47}
Individual{TOC=7437.920023342763, NV=82}
runTime = 7067.010781ms
