Individual{TOC=4605.450632075519, NV=8}
Individual{TOC=4404.771980694215, NV=9}
Individual{TOC=4167.647506382926, NV=10}
Individual{TOC=3907.1242554372334, NV=11}
Individual{TOC=3885.2861387019784, NV=13}
Individual{TOC=3759.863270940425, NV=14}
Individual{TOC=3593.063474427899, NV=15}
Individual{TOC=3414.0432845708337, NV=16}
Individual{TOC=3312.0266412788296, NV=17}
Individual{TOC=3287.092257848443, NV=21}
Individual{TOC=3236.4514280082303, NV=22}
Individual{TOC=3215.309797191927, NV=23}
Individual{TOC=3181.576214966542, NV=26}
Individual{TOC=3171.373406044524, NV=28}
Individual{TOC=3117.889726832838, NV=30}
Individual{TOC=3067.3977428040234, NV=35}
Individual{TOC=3063.5673782347285, NV=36}
Individual{TOC=3012.0158517494765, NV=37}
runTime = 52485.746741ms
